150
1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 101 102 103 104 105 106 107 108 109 110 111 112 113 114 115 116 117 118 119 120 121 122 123 124 125 126 127 128 129 130 131 132 133 134 135 136 137 138 139 140 141 142 143 144 145 146 147 148 149 150 
475.071 339.422 379.501 358.317 474.403 376.487 412.257 374.636 339.812 335.773 304.13 149.743 294.235 114.783 164.563 176.037 303.58 437.706 384.42 225.222 256.171 380.299 0 175.795 249.783 327.688 156.6 341.18 345.689 386.041 168.731 22.5013 226.927 436.859 309.25 262.396 337.556 17.5752 165.138 244.261 128.046 308.011 110.792 275.891 329.155 192.74 259.26 400.75 100.056 403.729 173.086 246.05 201.969 177.368 372.451 283.225 162.515 359.407 191.287 248.351 264.388 361.547 383.717 212.489 399.56 277.912 64.6381 388.471 233.367 411.947 303.716 119.099 436.721 260.246 372.146 465.322 92.3075 181.044 221.507 126.2 303.488 553.78 308.109 393.329 468.182 366.956 476.988 278.441 360.625 229.398 375.255 195.074 296.635 292.308 526.617 339.253 408.009 465.833 417.035 472.072 107.873 448.97 465.497 392.411 184.857 315.991 500.438 397.88 132.831 278.861 186.979 203.534 344.749 438.899 308.797 109.073 195.579 201.817 390.796 271.854 252.022 100.191 230.244 344.735 341.739 259.757 211.051 361.468 111.803 257.344 45.2154 454.172 137.072 129.952 397.595 214.439 468.806 161.293 238.34 281.316 305.905 456.061 483.482 101.656 146.406 314.86 101.385 308.957 351.716 312.742 
588.336 216.949 532.378 534.104 548.389 223.757 516.011 479.067 189.274 478.049 166.497 29.6934 456.1 287.843 324.961 321.366 235.521 439.382 261.446 173.374 427.797 550.039 175.795 0 206.719 361.956 267.225 184.701 247.935 502.81 299.708 167.851 318.164 554.605 416.034 109.402 198.827 158.548 122.139 76.3648 151.847 164.15 99.8929 451.531 504.555 225.176 146.775 534.579 264.759 331.827 137.115 360.467 40.9306 240.205 320.624 317.889 148.97 301.362 342.79 202.812 115.939 522.606 513.094 386.382 371.824 220.805 129.267 561.336 83.3749 318.938 478.888 292.051 569.958 409.315 387.827 592.899 250.66 345.3 375.017 299.768 224.435 643.159 308.015 501.141 450.497 278.583 595.372 432.337 470.333 245.725 545.496 255.926 394.653 440.265 612.583 456.108 471.783 577.256 290.325 534.347 106.178 337.475 573.203 567.93 298.012 484.56 582.774 299.05 127.871 192.295 308.39 372.17 488.024 315.624 484.436 77.0674 227.13 29.3509 562.361 136.138 398.333 268.051 370.016 433.87 511.28 352.076 73.481 536.04 233.64 164.559 187.709 402.91 287.45 199.951 313.039 377.676 387.663 200.314 91.854 282.068 269.197 454.94 537.143 256.419 306.886 363.958 265.629 193.693 517.831 488.13 
444.44 138.695 452.719 540.439 370.686 214.048 368.217 336.372 186.528 386.338 363.434 191.168 530.246 307.064 300.395 271.599 441.839 233.269 170.92 33.4419 411.749 512.224 249.783 206.719 0 173.903 401.497 200.166 113.56 371.519 418.234 227.736 198.034 418.906 286.263 303.945 163.138 242.983 315.07 191.062 320.978 158.044 154.392 473.093 525.578 96.1501 97.5646 422.438 345.106 154.051 82.755 253.803 179.369 133.378 124.951 138.85 335.304 110.081 296.058 404.898 312.601 461.947 397.074 429.657 166.682 425.667 189.735 597.489 284.201 168.086 504.591 350.803 453.32 506.387 186.96 466.318 252.865 323.278 323.042 317.72 65.3379 472.317 106.741 359.486 244.527 124.244 456.909 368.971 334.864 79.5053 593.456 134.3 259.205 364.4 440.498 331.484 292.264 432.171 201.769 349.252 270.905 214.282 424.358 564.071 213.75 540.942 409.438 158.643 119.979 61.7016 229.932 435.411 396.535 216.37 489.672 237.532 404.36 226.194 604.421 133.885 327.99 279.438 479.425 281.438 476.587 221.218 279.425 563.128 357.52 371.271 219.156 208.724 259.323 143.493 150.829 452.797 219.481 108.36 150.959 475.299 63.6564 248.422 346.613 350.708 391.01 186.91 346.64 397.22 471.235 488.84 
285.129 295.115 345.972 497.766 196.97 376.512 210.714 186.568 354.351 278.345 526.726 339.176 545.595 322.958 280.914 240.036 587.587 120.409 311.35 200.624 369.293 434.981 327.688 361.956 173.903 0 481.457 369.592 249.603 227.989 483.885 306.717 129.832 267.153 160.281 467.625 327.329 330.261 449.009 362.054 437.601 329.028 279.009 452.342 497.139 143.607 271.296 290.277 396.699 217.645 224.89 168.294 343.437 150.346 169.515 45.9541 462.062 178.275 257.287 542.449 475.482 371 264.419 434.293 135.355 567.433 290.707 573.99 444.472 261.863 482.813 384.793 314.291 543.328 52.9664 318.37 277.181 298.124 269.699 328.989 213.382 299.306 74.4996 207.963 166.239 236.829 300.74 292.024 192.314 116.402 580.27 132.653 134.927 276.296 267.412 200.624 118.746 272.648 334.363 175.814 394.048 318.098 262.672 510.145 178.285 540.321 236.288 267.494 241.458 228.662 190.382 455.228 287.018 338.168 452.574 366.902 516.954 386.385 585.239 307.577 254.828 299.367 529.59 130.173 406.661 121.505 435.01 535.477 437.379 521.44 283.595 205.997 254.145 199.002 239.451 479.305 268.636 175.084 322.993 598.312 140.391 138.896 175.62 411.077 435.336 30.1759 398.343 555.573 391.535 447.978 
589.289 471.264 454.63 348.761 612.352 490.459 536.5 500.523 455.194 430.418 317.895 253.86 212.221 192.9 259.448 289.907 252.479 593.706 517.092 373.909 298.715 414.648 156.6 267.225 401.497 481.457 0 451.713 487.484 502.304 41.4632 178.943 370.464 549.321 438.051 303.14 460.806 159.505 173.101 343.521 121.859 427.424 250.502 266.719 307.999 349.286 392.034 500.017 101.204 553.948 320.7 375.705 305.768 331.965 525.854 437.944 146.959 511.571 294.139 198.403 299.903 422.436 488.852 195.329 555.735 225.759 211.791 339.911 280.473 556.783 282.296 135.41 534.285 152.04 527.525 567.204 214.843 263.493 315.484 196.342 449.489 681.402 464.708 515.848 624.782 512.239 586.856 362.829 483.831 385.998 314.678 349.091 431.458 384.039 656.999 458.715 552.144 581.928 548.435 614.843 161.074 587.856 584.397 388.394 322.702 253.495 633.572 540.567 281.658 421.71 319.557 160.099 437.263 572.354 311.018 192.185 103.169 281.417 335.173 394.722 351.343 202.418 108.018 481.025 380.757 400.15 257.497 327.302 44.8038 245.04 198.464 608.6 254.537 286.017 544.608 148.512 617.816 317.892 353.531 177.009 460.218 612.146 628.952 79.6637 97.8725 466.24 99.9707 299.443 400.791 319.33 
644.59 86.3535 639.719 688.855 565.885 39.5344 568.372 536.221 17.6044 576.099 253.675 199.531 633.203 439.774 457.786 440.014 371.271 396.289 109.424 184.607 569.427 683.22 341.18 184.701 200.166 369.592 451.713 0 140.762 570.399 483.062 326.106 390.605 618.562 483.893 206.66 48.211 326.053 298.892 109.13 335.818 42.8676 234.068 610.953 664.923 282.305 107.764 618.363 438.724 228.776 202.676 444.596 146.187 315.228 245.754 338.436 327.789 225.473 464.426 359.42 216.133 641.944 593.541 552.414 310.66 367.062 279.896 728.403 206.836 192.417 640.595 460.149 650.492 590.763 370.077 665.201 391.594 480.573 495.18 451.865 158.959 668.774 296.55 559.363 384.615 171.307 656.884 547.784 533.985 277.491 716.341 322.669 457.396 548.067 636.869 528.831 488.167 632.33 126.268 541.094 290.81 184.028 624.502 718.684 393.92 657.135 605.743 170.256 230.976 141.096 408.762 544.536 586.431 151.717 637.675 259.978 406.44 175.52 731.491 76.6682 508.314 414.962 552.976 481.573 645.387 417.611 219.989 699.365 416.648 301.881 335.452 308.213 415.818 300.109 199.171 553.628 261.406 277.246 102.86 447.405 232.906 406.176 534.543 433.981 483.452 385.849 439.832 298.852 645.421 639.413 
533.892 54.4933 561.74 653.541 440.015 133.813 458.472 430.484 123.209 494.377 371.92 245.503 635.152 416.498 413.564 385.157 474.47 257.437 62.3492 124.422 525.206 625.195 345.689 247.935 113.56 249.603 487.484 140.762 0 468.971 509.927 325.076 306.869 512.962 387.816 316.322 92.5819 335.529 369.38 196.253 389.694 113.254 238.111 584.799 637.693 209.486 101.283 524.77 444.783 91.4323 173.179 362.745 209.054 246.772 105.474 229.01 394.694 85.7603 409.603 449.124 325.984 573.426 498.927 538.346 170.7 463.999 281.628 708.642 305.804 71.2371 616.163 455.216 553.522 605.859 239.073 562.713 362.719 436.525 436.356 427.592 48.2219 543.517 175.333 453.069 243.853 32.9668 548.587 481.164 432.119 187.782 703.207 246.504 360.209 475.333 511.795 432.792 364.625 521.42 89.8978 411.964 339.002 103.918 511.911 677.553 326.691 649.057 480.916 53.1193 213.247 66.8276 342.949 540.961 504.407 102.828 602.636 304.198 470.728 255.442 714.969 118.859 440.085 389.058 575.14 373.75 589.84 325.988 309.961 674.95 445.649 402.11 322.099 170.356 372.182 254.579 66.4656 556.365 140.024 220.798 160.729 530.002 109.808 266.344 402.498 447.178 491.251 271.631 446.219 413.405 583.873 602.012 
89.0319 507.653 145.741 355.05 153.771 585.466 47.2932 42.9022 557.62 98.4047 665.43 474.067 470.637 309.438 243.039 214.378 688.42 309.034 531.302 386.328 257.031 257.809 386.041 502.81 371.519 227.989 502.304 570.399 468.971 0 485.698 374.135 186.263 51.9375 88.0067 611.513 534.605 398.234 546.857 531.726 514.087 527.659 403.374 347.283 373.031 292.034 463.625 66.8787 401.272 445.627 383.559 143.732 500.497 266.063 397.403 239.983 548.039 405.066 208.184 634.089 617.075 187.536 44.6426 367.649 358.91 663.35 387.415 445 583.7 489.172 370.079 370.784 86.316 497.009 264.747 94.824 297.152 242.335 189.971 306.857 426.608 184.325 296.927 29.438 362.862 461.02 92.7937 160.01 36.8774 292.953 463.514 253.513 113.233 134.268 166.079 47.3386 155.466 80.1954 557.152 180.645 487.138 545.387 82.1628 351.352 207.668 445.373 152.302 493.329 376.791 432.934 201.085 403.534 100.089 563.412 325.44 473.272 575.456 531.681 460.297 498.46 154.075 302.185 502.898 97.8191 244.639 154.677 567.038 406.357 467.064 635.567 345.301 426.904 252.589 302.874 466.715 431.07 495.02 307.42 498.991 662.131 359.933 321.831 207.031 422.657 420.32 200.702 402.58 681.935 219.278 316.736 
571.134 497.302 427.789 309.914 603.178 521.303 522.254 487.277 485.517 408.628 358.851 283.789 170.951 178.208 243.245 277.456 293.07 599.151 543.061 392.556 268.716 380.716 168.731 299.708 418.234 483.885 41.4632 483.062 509.927 485.698 0 191.095 366.816 530.985 426.75 342.355 489.256 175.622 212.485 376.017 159.879 456.619 271.817 229.26 268.49 357.947 417.305 478.42 89.0034 571.952 339.673 365.873 336.887 336.827 541.181 441.872 187.246 528.041 278.324 239.545 339.489 393.119 469.029 159.309 566.82 266.543 229.605 298.565 318.846 577.98 243.111 114.919 511.835 112.522 531.934 545.591 209.71 243.879 296.429 179.198 469.836 667.304 473.461 501.203 633.091 533.116 567.372 339.907 469.815 395.144 273.215 353.061 422.695 362.426 644.16 443.751 546.673 564.442 574.93 608.16 194.494 611.792 567.824 349.719 317.47 212.058 622.049 562.762 299.738 443.448 312.292 121.931 414.807 598.25 274.104 223.193 143.573 316.002 293.72 422.809 332.556 192.868 70.4737 472.246 348.118 394.409 295.556 286.622 66.4722 286.418 205.784 622.742 244.978 293.747 564.62 108.027 636.703 327.684 383.025 212.41 474.572 617.76 623.782 72.8124 67.7661 466.452 87.4292 340.891 369.583 282.845 
463.054 320.55 375.683 367.854 457.32 360.549 398.471 360.708 323.881 328.803 305.889 140.157 312.514 120.02 161.991 168.187 314.287 415.823 365.225 203.746 260.231 383.279 22.5013 167.851 227.736 306.717 178.943 326.106 325.076 374.135 191.095 0 209.6 425.405 295.13 260.911 320.227 25.0768 173.307 232.596 141.646 291.601 93.0757 286.887 340.601 170.575 240.702 392.189 119.749 381.751 152.072 232.408 190.398 156.392 350.105 261.962 174.191 337.207 185.643 260.251 263.709 360.458 374.135 226.311 377.078 289.301 46.4762 402.342 231.694 390.728 315.639 134.77 428.205 280.845 350.548 455.786 87.3304 180.45 216.898 131.991 282.274 538.729 285.817 380.029 445.883 345.735 465.828 274.427 347.394 207.108 390.564 174.294 281.127 286.569 511.06 327.029 389.619 453.481 397.947 453.866 114.075 428.606 452.571 400.766 169.865 332.197 484.361 377.013 111.863 258.272 173.555 220.402 338.087 419.415 317.598 108.206 213.547 195.263 405.421 255.125 245.476 100.943 251.875 328.544 344.551 243.062 210.336 374.005 134.139 264.108 28.8611 431.723 130.039 108.29 376.071 232.9 446.945 138.982 223.582 298.395 283.488 434.135 464.6 123.133 166.235 294.692 121.168 314.021 352.751 320.872 
270.258 336.703 255.05 373.646 247.72 409.769 198.171 160.966 379.229 188.313 482.731 290.002 416.223 197.038 151.127 110.209 517.559 250.138 367.354 206.283 243.346 324.055 226.927 318.164 198.034 129.832 370.464 390.605 306.869 186.263 366.816 209.6 0 237.524 98.444 427.402 359.007 234.671 374.867 345.61 350.518 347.757 219.834 323.515 369.793 108.431 282.868 228.08 277.957 310.311 197.74 55.9272 314.314 79.8128 263.26 102.502 380.974 263.032 128.23 466.203 433.414 267.706 203.738 304.724 252.038 494.122 210.928 446.344 400.182 344.336 354.327 260.985 261.121 416.831 182.702 279.268 157.113 168.425 144.306 201.835 260.156 331.922 160.127 182.98 295.333 307.471 278.035 178.077 152.484 119.39 451.31 68.4011 76.6506 169.247 303.15 141.059 182.051 259.105 396.738 245.6 315.572 398.129 255.151 389.712 50.399 410.515 275.553 342.362 191.082 259.231 60.755 326.969 198.502 408.07 326.546 296.462 422.484 346.695 457.012 316.351 137.461 175.85 406.356 120.181 291.507 34.6496 384.828 408.288 328.421 459.235 181.96 321.906 126.954 119.554 322.766 351.753 371.327 121.17 313.648 507.889 206.956 268.517 258.574 294.94 312.726 105.181 279.562 502.414 281.347 322.803 
40.1728 553.549 155.4 375.724 150.387 632.35 58.3763 82.7443 605.38 128.944 717.361 525.913 504.742 356.532 289.936 263.664 739.668 334.701 575.286 435.151 290.728 270.124 436.859 554.605 418.906 267.153 549.321 618.562 512.962 51.9375 530.985 425.405 237.524 0 139.081 663.377 581.627 449.351 598.332 582.576 564.876 575.958 455.237 378.441 398.504 342.188 512.359 68.7513 448.123 483.831 434.268 195.639 551.838 317.226 436.224 284.401 599.092 445.413 255.565 685.1 668.969 202.262 64.609 405.849 392.982 714.463 439.285 467.044 635.598 528.945 398.595 416.308 62.9547 535.665 298.198 52.0512 347.174 287.11 234.572 353.141 471.966 150.075 338.893 59.9063 387.964 503.115 40.8563 196.947 85.5314 341.17 488.414 304.21 163.082 171.896 139.305 99.2 176.895 35.3903 600.084 184.015 538.65 585.159 44.4717 366.724 259.554 475.91 134.99 534.487 428.356 479.938 252.711 443.239 126.65 605.029 351.879 525.101 624.897 583.435 483.097 547.529 198.457 350.91 544.395 139.218 264.119 205.236 618.973 429.402 515.24 687.291 396.604 458.656 302.308 354.698 506.559 470.689 529.784 358.555 549.329 711.492 403.312 345.474 211.243 469.828 464.722 241.947 449.377 733.817 236.445 342.399 
172.429 423.786 185.708 356.024 177.586 500.261 103.419 65.6046 471.522 118.397 579.731 387.569 439.95 248.643 186.017 149.303 608.297 263.14 449.863 299.438 236.934 279.606 309.25 416.034 286.263 160.281 438.051 483.893 387.816 88.0067 426.75 295.13 98.444 139.081 0 525.064 449.332 319.864 465.889 443.732 436.575 441.07 317.05 327.292 363.854 204.218 376.707 136.976 338.974 373.6 295.553 63.4108 412.757 178.168 325.021 161.033 469.199 330.048 151.899 555.175 530.863 212.91 111.224 330.314 295.607 583.911 303.944 440 497.545 414.19 354.762 313.287 167.057 455.17 206.426 181.978 225.361 192.801 146.217 248.899 343.768 245.117 221.01 85.9613 315.606 382.698 179.616 145.015 54.3251 207.024 452.413 165.513 27.6322 124.066 219.297 45.2472 136.429 161.625 477.061 188.602 406.137 469.979 158.827 362.168 125.467 423.17 195.574 416.186 289.384 347.93 122.352 361.25 126.825 485.165 316.592 390.009 502.801 444.734 453.399 411.227 117.289 235.658 453.901 52.6415 255.166 66.8061 481.515 400.687 399.53 552.863 266.359 366.075 183.54 216.417 391.824 388.278 428.019 219.511 411.037 589.339 280.57 279.019 209.398 358.973 365.01 130.359 340.432 597.799 236.533 309.962 
697.448 271.911 634.523 613.888 656.685 243.764 625.356 588.349 219.312 582.933 59.5134 137.497 510.955 377.139 422.666 423.958 164.61 536.615 309.45 271.86 518.512 642.693 262.396 109.402 303.945 467.625 303.14 206.66 316.322 611.513 342.355 260.911 427.402 663.377 525.064 0 241.506 244.978 130.039 120.728 182.773 208.979 208.14 529.284 580.167 333.801 223.599 641.409 333.609 406.72 243.418 468.635 124.964 349.607 405.393 424.543 157.142 384.919 443.971 158.358 9.72314 621.247 620.505 459.615 462.662 161.652 230.38 628.791 29.2264 382.982 553.836 367.11 677.02 454.777 489.684 700.824 347.756 441.352 475.917 388.41 306.039 752.217 409.205 610.346 541.716 349.154 704.186 533.58 579.385 352.218 608.46 365.278 503.95 543.447 721.519 564.635 579.596 686.437 331.498 641.555 161.949 387.048 682.509 650.094 405.59 546.441 691.564 361.158 237.258 274.75 415.167 437.93 592.732 357.33 566.416 153.426 227.248 81.9536 627.266 197.733 501.624 361.311 411.157 543.247 604.116 461.403 51.6487 608.103 282.74 96.4473 285.243 483.284 388.028 308.715 382.621 437.369 453.897 309.634 159.788 248.023 362.982 551.013 643.227 319.476 368.716 471.408 334.046 97.146 613.437 571.453 
606.123 38.1426 611.633 675.011 522.535 50.9311 529.944 498.961 30.6315 546.525 292.71 207.161 631.74 428.116 439.384 417.974 405.038 348.792 67.944 153.626 551.957 661.812 337.556 198.827 163.138 327.329 460.806 48.211 92.5819 534.605 489.256 320.227 359.007 581.627 449.332 241.506 0 323.882 319.053 129.832 350.165 34.9624 227.182 599.774 653.679 252.072 83.1022 585.209 437.116 180.928 182.48 414.11 158.004 287.059 197.75 298.839 346.997 177.594 442.649 387.83 251.197 616.926 559.969 544.934 262.782 398.354 273.816 719.979 237.026 146.522 630.167 454.968 616.377 593.614 324.777 629.379 377.417 462.455 472.391 440.011 114.392 625.764 253.416 522.018 336.423 123.183 619.203 522.872 497.906 242.343 710.119 292.34 422.33 521.198 593.876 494.528 445.356 593.767 92.5814 496.704 302.173 145.675 585.394 703.024 367.418 652.355 562.782 124.24 216.284 101.705 382.887 540.588 556.811 118.409 623.667 269.064 425.578 196.491 724.18 66.5142 482.615 402.109 558.058 443.439 624.621 383.914 246.595 689.236 422.92 333.926 325.51 260.423 397.12 278.693 151.778 551.927 216.625 251.78 107.83 473.757 188.56 358.372 489.25 434.824 482.924 345.305 438.352 336.681 622.689 624.624 
487.213 327.102 395.49 375.646 482.39 361.821 423.149 385.413 325.179 350.561 287.276 132.895 308.011 132.286 180.749 190.278 290.375 437.903 372.381 216.936 273.665 397.723 17.5752 158.548 242.983 330.261 159.505 326.053 335.529 398.234 175.622 25.0768 234.671 449.351 319.864 244.978 323.882 0 150.401 227.811 116.745 293.723 98.4484 293.002 346.14 192.219 246.779 414.834 113.269 396.435 164.121 256.996 185.562 180.124 366.763 285.208 149.817 352.992 206.485 235.886 247.069 378.284 397.272 228.888 396.48 265.124 54.0853 404.692 215.917 402.767 320.6 135.025 450.838 271.499 373.226 478.926 107.427 197.771 237.127 143.745 294.449 563.676 306.743 404.575 466.634 357.831 489.67 294.314 371.912 228.182 390.861 198.174 306.112 307.573 536.072 351.225 414.53 477.753 404.849 478.808 92.0884 438.324 477.023 409.873 194.726 331.172 509.417 388.07 124.119 268.787 198.037 218.503 359.673 427.128 326.23 91.5938 188.732 184.361 406.708 257.845 266.932 117.02 239.611 353.6 359.139 268.136 193.699 378.151 114.98 242.082 53.5272 449.221 151.582 131.34 389.08 228.216 461.091 160.194 223.201 273.376 300.819 456.104 489.368 112.15 159.088 318.91 114.485 293.069 368.874 330.237 
635.596 338.931 543.955 494.745 619.951 338.424 569.256 531.427 306.205 500.83 151.287 126.031 381.927 273.117 329.046 340.676 142.705 541.209 383.088 282.058 411.318 535.698 165.138 122.139 315.07 449.009 173.101 298.892 369.38 546.857 212.485 173.307 374.867 598.332 465.889 130.039 319.053 150.401 0 190.75 54.1271 284.108 170.518 409.755 458.598 305.491 268.099 565.211 213.06 451.021 235.264 404.098 162.675 307.297 435.648 403.136 29.3313 417.374 356.425 93.458 127.006 523.71 547.419 338.268 481.68 119.683 164.234 502.76 108.24 440.545 432.154 249.518 601.219 324.81 483.316 629.074 257.409 344.09 386.515 283.009 342.807 706.745 406.915 551.495 558.828 399.401 638.866 443.163 519.034 334.823 480.969 325.307 449.656 457.436 677.979 499.616 547.604 625.767 411.277 611.911 59.7771 459.492 624.298 532.377 340.538 418.956 650.019 420.931 208.756 311.08 345.816 312.979 509.857 436.808 449.55 82.11 107.562 123.56 500.309 258.018 417.116 263.682 281.118 495.046 497.946 409.368 86.2974 484.288 154.869 92.6694 201.922 519.185 301.919 258.649 433.783 310.085 508.62 274.723 213.586 161.609 378.726 558.016 619.02 196.116 243.307 444.358 213.204 146.229 511.014 455.644 
613.385 155.04 578.688 600.344 556.576 148.535 538.564 503.157 115.472 519.838 178.273 95.6151 530.74 351.379 380.252 370.112 278.976 420.42 196.314 161.569 488.021 607.43 244.261 76.3648 191.062 362.054 343.521 109.13 196.253 531.726 376.017 232.596 345.61 582.576 443.732 120.728 129.832 227.811 190.75 0 226.713 95.0551 147.705 519.375 572.963 241.288 103.532 570.818 337.82 286.158 148.376 394.287 42.3001 265.839 285.156 322.001 219.34 264.566 393.256 258.368 130.279 573.966 547.669 456.678 343.714 270.232 188.76 632.49 109.928 264.344 547.753 362.784 605.15 485.25 377.973 624.8 308.529 401.962 425.281 363.505 185.789 655.835 297.795 526.006 422.571 228.921 622.719 481.206 497.099 251.175 618.033 278.371 419.676 485.875 624.394 486.599 478.295 601.691 222.404 537.817 182.447 274.058 595.992 632.663 335.706 557.638 593.698 242.926 159.749 154.999 348.426 444.941 530.076 248.24 549.872 153.022 298.092 67.2539 634.29 77.3945 444.375 329.025 446.275 453.105 568.841 377.343 117.088 605.701 309.861 206.878 247.559 362.557 340.075 235.937 262.7 451.806 335.037 224.525 40.6155 343.925 246.276 434.013 536.74 330.881 381.099 370.28 338.791 217.829 572.671 552.773 
603.117 365.533 500.636 441.731 598.021 375.131 539.811 502.1 341.048 461.291 205.084 145.202 328.299 227.258 286.927 303.091 177.045 537.725 410.877 289.439 362.464 486.301 128.046 151.847 320.978 437.601 121.859 335.818 389.694 514.087 159.879 141.646 350.518 564.876 436.575 182.773 350.165 116.745 54.1271 226.713 0 315.717 167.791 356.783 405.07 294.866 289.698 527.488 160.609 465.673 238.431 373.61 192.294 290.161 445 391.75 37.0048 428.107 316.547 120.802 180.386 477.822 511.138 284.975 485.341 150.712 146.896 448.635 158.977 460.723 378.631 197.906 563.361 272.401 476.338 592.633 218.851 300.059 345.295 236.311 357.748 680.375 403.605 521.104 560.262 417.721 604.949 400.78 488.417 327.659 426.91 308.439 422.759 416.736 652.644 467.277 528.61 593.858 440.774 593.039 50.9215 485.182 593.412 479.672 311.469 364.887 625.77 442.43 205.365 327.248 314.584 258.982 469.911 465.689 397.233 85.6912 83.383 161.957 446.202 285.852 377.574 221.196 229.425 469.976 448.993 384.334 135.778 430.351 100.763 141.414 170.272 529.047 264.002 240.519 451.577 255.978 526.334 262.81 242.45 160.711 383.864 555.257 602.336 142.758 189.308 429.432 160.635 196.574 463.361 403.624 
602.276 63.4176 597.29 650.848 525.754 69.4572 526.077 493.696 33.4683 533.451 261.878 173.569 601.721 402.531 417.782 398.826 371.646 362.203 101.542 141.744 529.866 642.381 308.011 164.15 158.044 329.028 427.424 42.8676 113.254 527.659 456.619 291.601 347.757 575.958 441.07 208.979 34.9624 293.723 284.108 95.0551 315.717 0 198.657 574.115 628.091 239.488 64.9784 575.496 406.959 204.479 161.461 401.825 123.435 272.627 214.64 296.69 312.098 193.882 423.337 353.297 218.698 600.115 550.675 517.398 278.383 364.328 245.133 693.015 203.114 175.074 604.142 426.293 607.635 562.052 332.07 622.449 353.146 440.695 453.833 414.547 121.819 628.334 256.775 516.843 354.542 145.868 614.399 505.938 491.285 234.816 682.126 279.866 414.614 505.816 596.439 485.989 447.753 590.044 127.483 501.827 268.123 179.426 582.361 679.924 351.645 623.694 565.315 152.962 191.832 100.465 366.617 511.486 543.779 153.255 599.565 235.38 390.711 161.55 696.691 36.8047 466.273 377.133 525.791 439.252 604.73 374.758 212.013 663.096 390.19 300.183 298.833 283.604 375.658 258.885 177.314 521.936 245.913 235.017 73.906 438.947 194.536 373.168 496.208 403.772 452.422 344.392 408.148 305.031 604.178 600.97 
489.475 228.771 434.717 455.886 456.526 267.778 418.003 380.752 231.149 378.904 262.897 70.7408 404.943 206.372 232.588 224.325 308.799 371.831 273.961 124.461 340.676 459.73 110.792 99.8929 154.392 279.009 250.502 234.068 238.111 403.374 271.817 93.0757 219.834 455.237 317.05 208.14 227.182 98.4484 170.518 147.705 167.791 198.657 0 377.017 430.965 136.055 148.52 434.734 210.801 304.128 71.7124 260.679 107.514 143.977 279.244 233.296 186.215 263.449 246.789 263.766 213.816 427.502 413.201 318.797 317.571 288.426 46.6341 494.583 180.495 306.553 406.542 227.845 470.08 369.947 312.881 493.066 161.112 254.258 278.983 218.512 198.99 548.391 237.393 402.541 392.626 261.863 496.05 335.665 371.375 164.307 483.478 160.905 296.484 342.176 518.374 356.524 381.75 478.561 306.474 445.525 119.134 340.303 474.943 486.965 198.12 425.271 489.178 290.974 38.3764 171.706 208.645 313.406 388.953 328.68 404.941 88.6462 251.007 129.129 498.069 162.099 300.312 182.61 337.528 337.507 421.136 254.142 165.115 465.297 207.857 244.439 101.791 363.11 192.761 100.634 294.106 325.175 367.468 106.839 132.456 325.666 216.521 388.999 450.964 210.594 257.037 276.101 212.106 283.922 425.227 407.248 
416.426 593.436 238.055 84.9925 494.576 643.567 393.078 367.665 607.179 250.551 560.813 425.579 128.682 171.678 177.084 214.816 516.933 571.491 635.133 461.236 91.3192 158.859 275.891 451.531 473.093 452.342 266.719 610.953 584.799 347.283 229.26 286.887 323.515 378.441 327.292 529.284 599.774 293.002 409.755 519.375 356.783 574.115 377.017 0 53.9823 382.089 517.221 312.795 196.811 616.534 419.178 287.901 477.112 346.62 573.655 424.836 392.119 568.123 195.292 460.928 529.376 193.047 314.341 72.4602 573.367 489.745 331.989 125.022 501.412 640.099 31.6304 162.187 338.663 175.409 505.282 374.402 223.29 156.416 185.033 159.763 537.272 527.945 477.856 372.061 618.497 597.148 405.888 188.691 348.095 414.182 127.937 354.097 338.531 214.106 512.832 320.318 463.717 413.803 667.82 512.792 367.336 687.272 421.831 123.17 279.658 98.0961 499.258 631.732 383.507 521.424 265.019 107.367 251.851 686.088 45.3046 380.637 369.153 476.783 134.026 537.31 210.01 197.85 202.248 379.933 134.072 333.043 477.87 90.1674 260.582 497.268 275.515 641.561 215.099 330.229 621.102 126.259 681.386 364.733 509.361 441.66 509.085 589.429 535.451 214.093 171.602 425.22 196.602 552.728 161.345 54.9831 
